2P%,2PA,3P%,3PA,AGE,APG,AST%,BPG,DRTG,EFG%,FG%,FT%,FTA,GM,GP,GS,MIN%,MPG,ORTG,PLAYER,POS,PPG,PTS,RBD,RPG,SPG,TEAM,TOR,TRB%,TS%,USG%,VI,YEAR
0.0,2.0,0.333,3.0,29,1.8,24.4,0.2,,,,0.0,2.0,,5,,24.4,12.0,,Chris Duhon,PG,0.6,,,1.4,1.0,Orl,0.543,6.7,0.255,10.5,3.8,2012
0.456,125.0,0.333,39.0,26,7.9,38.0,0.09,,,,0.872,47.0,,11,,78.9,38.2,,Chris Paul,PG,17.6,,,5.1,2.73,Lac,0.189,8.2,0.525,26.1,9.3,2012
0.667,3.0,0.0,0.0,22,0.3,24.4,0.33,,,,0.0,1.0,,3,,5.8,2.8,,Christian Eyenga,SF,1.3,,,0.7,0.33,Lal,0.225,12.9,0.581,24.1,9.3,2012
0.444,9.0,0.0,0.0,23,0.0,0.0,0.0,,,,0.5,4.0,,5,,9.7,4.6,,Cole Aldrich,C,2.0,,,2.6,0.0,Okc,0.0,33.5,0.465,21.7,0.0,2012
0.5,34.0,0.3,20.0,25,0.9,8.7,0.29,,,,0.75,8.0,,7,,34.1,16.4,,Corey Brewer,SF,8.3,,,2.0,1.0,Den,0.034,6.2,0.504,22.8,6.0,2012
0.462,13.0,0.333,24.0,24,0.3,5.9,0.0,,,,0.0,2.0,,16,,13.8,6.6,,Daequan Cook,SG,2.3,,,0.6,0.19,Okc,0.0,5.1,0.475,16.8,4.5,2012
0.222,9.0,0.222,9.0,31,0.4,8.5,0.0,,,,1.0,7.0,,7,,16.6,8.1,,Dahntay Jones,SG,2.4,,,1.0,0.14,Ind,0.125,7.2,0.403,19.7,4.9,2012
0.545,33.0,0.345,58.0,24,1.1,8.0,0.71,,,,0.7,10.0,,14,,42.6,20.5,,Daniel Green,SG,7.4,,,3.2,0.5,San,0.136,9.2,0.54,17.9,5.8,2012
,0.0,0.0,0.0,21,0.0,0.0,0.0,,,,1.0,4.0,,4,,4.2,2.1,,Daniel Orton,PF,1.0,,,0.5,0.0,Orl,0.0,14.0,1.136,10.5,0.0,2012
0.423,71.0,0.174,23.0,23,2.4,12.0,0.57,,,,0.917,24.0,,7,,65.4,31.4,,Danilo Gallinari,SF,13.4,,,5.1,0.71,Den,0.079,8.3,0.45,22.7,7.0,2012
0.426,101.0,0.356,73.0,28,2.5,12.1,0.36,,,,0.821,28.0,,11,,78.5,38.0,,Danny Granger,SF,17.0,,,5.6,0.55,Ind,0.135,8.6,0.502,23.8,6.5,2012
0.364,11.0,0.0,0.0,24,0.0,0.0,0.29,,,,0.0,0.0,,7,,14.0,6.8,,Dante Cunningham,SF,1.1,,,1.6,0.14,Mem,0.083,14.0,0.364,11.6,0.0,2012
1.0,2.0,1.0,1.0,21,0.8,109.6,0.0,,,,0.75,4.0,,4,,4.1,2.0,,Darius Morris,PG,2.5,,,0.0,0.0,Lal,0.174,0.0,1.05,33.3,0.0,2012
0.542,59.0,0.364,11.0,24,3.0,31.4,0.0,,,,0.87,23.0,,11,,38.0,18.4,,Darren Collison,PG,8.7,,,1.3,1.27,Ind,0.121,4.0,0.599,20.8,7.0,2012
0.446,148.0,0.0,0.0,31,2.0,9.9,0.55,,,,0.818,44.0,,11,,77.5,37.6,,David West,PF,15.3,,,8.5,0.73,Ind,0.092,13.2,0.502,20.7,6.8,2012
0.525,40.0,0.0,0.0,23,0.4,2.6,1.64,,,,0.333,24.0,,11,,46.2,22.4,,DeAndre Jordan,C,4.5,,,5.3,0.64,Lac,0.122,14.5,0.494,11.3,3.8,2012
0.63,27.0,0.0,0.0,22,0.2,4.8,0.1,,,,0.5,6.0,,10,,15.4,7.4,,DeJuan Blair,PF,3.7,,,2.3,0.3,San,0.033,18.1,0.624,19.3,6.5,2012
0.4,20.0,0.5,6.0,28,2.0,17.2,0.0,,,,1.0,5.0,,4,,45.7,21.9,,Delonte West,SG,7.5,,,1.8,0.75,Dal,0.096,4.8,0.532,16.4,5.5,2012
0.571,14.0,0.2,5.0,25,0.8,7.5,0.25,,,,0.0,0.0,,4,,37.5,18.0,,DeMarre Carroll,SF,4.8,,,3.8,0.5,Uta,0.136,11.1,0.5,13.2,5.4,2012
0.443,70.0,0.375,48.0,37,1.3,8.5,0.1,,,,1.0,9.0,,20,,46.0,22.1,,Derek Fisher,PG,6.3,,,1.6,0.85,Okc,0.047,4.3,0.512,13.6,4.3,2012
0.417,36.0,0.0,0.0,20,0.5,3.1,1.5,,,,0.586,29.0,,4,,60.4,29.0,,Derrick Favors,PF,11.8,,,9.5,1.25,Uta,0.093,17.4,0.482,20.1,5.3,2012
0.353,17.0,0.5,6.0,23,9.0,52.0,1.0,,,,1.0,2.0,,1,,77.4,37.1,,Derrick Rose,PG,23.0,,,9.0,1.0,Chi,0.173,13.2,0.482,36.2,13.3,2012
0.444,36.0,0.0,3.0,22,0.7,8.0,0.78,,,,0.625,8.0,,9,,28.7,13.8,,Devin Ebanks,SF,4.1,,,2.2,0.33,Lal,0.045,8.6,0.435,16.2,5.4,2012
0.455,33.0,0.267,15.0,28,3.8,24.1,0.5,,,,0.714,14.0,,4,,62.1,29.8,,Devin Harris,PG,13.0,,,1.5,0.75,Uta,0.181,2.7,0.48,24.1,5.6,2012
0.0,2.0,0.0,0.0,23,0.3,19.9,0.33,,,,0.0,0.0,,3,,4.5,2.3,,Dexter Pittman,C,0.0,,,0.0,0.0,Mia,0.0,0.0,0.0,13.7,0.0,2012
0.465,71.0,0.167,6.0,33,1.8,10.5,0.0,,,,0.905,42.0,,4,,79.7,38.2,,Dirk Nowitzki,PF,26.8,,,6.3,0.75,Dal,0.095,9.8,0.56,31.7,7.0,2012
0.477,392.0,0.294,34.0,30,4.3,22.0,1.3,,,,0.729,166.0,,23,,80.9,39.2,,Dwyane Wade,SG,22.8,,,5.2,1.7,Mia,0.12,8.1,0.526,30.1,8.2,2012
0.444,18.0,0.0,0.0,23,0.2,2.1,1.0,,,,0.571,7.0,,5,,35.5,17.4,,Earl Clark,SF,4.0,,,6.6,0.4,Orl,0.159,21.8,0.474,14.1,4.0,2012
0.465,99.0,0.0,0.0,32,0.5,3.7,1.54,,,,0.625,32.0,,13,,56.6,27.2,,Elton Brand,PF,8.6,,,4.8,0.85,Phi,0.058,10.0,0.495,16.3,4.0,2012
0.438,16.0,0.0,0.0,19,0.3,4.6,1.0,,,,0.0,1.0,,4,,22.0,10.6,,Enes Kanter,C,3.5,,,4.0,0.0,Uta,0.196,20.2,0.426,21.0,6.1,2012
0.607,56.0,0.429,7.0,22,2.1,23.9,0.36,,,,0.625,16.0,,11,,35.1,17.0,,Eric Bledsoe,PG,7.9,,,2.4,1.18,Lac,0.176,8.5,0.621,21.9,8.0,2012
0.538,13.0,0.0,0.0,36,0.0,0.0,0.25,,,,0.667,3.0,,4,,27.4,13.5,,Eric Dampier,C,4.0,,,3.5,0.0,Atl,0.173,15.2,0.559,15.4,0.0,2012
0.333,6.0,0.0,2.0,22,0.3,27.9,0.11,,,,0.5,2.0,,9,,4.1,2.0,,E'Twaun Moore,PG,0.6,,,0.3,0.0,Bos,0.101,9.7,0.282,26.3,7.6,2012
0.378,148.0,0.0,6.0,23,2.5,13.2,0.46,,,,0.688,48.0,,13,,71.5,34.3,,Evan Turner,SG,11.2,,,7.5,0.92,Phi,0.146,12.3,0.414,22.0,6.9,2012
0.5,46.0,0.444,36.0,24,1.4,14.6,0.0,,,,0.846,13.0,,14,,31.9,15.3,,Gary Neal,PG,7.5,,,1.3,0.14,San,0.111,4.9,0.598,21.5,6.2,2012
0.492,65.0,0.375,40.0,25,2.9,16.6,0.27,,,,0.848,46.0,,11,,64.6,31.3,,George Hill,PG,13.5,,,2.3,1.18,Ind,0.149,4.2,0.591,19.8,5.7,2012
0.5,4.0,0.0,4.0,30,0.2,7.9,0.0,,,,0.0,0.0,,6,,7.5,3.6,,Gilbert Arenas,PG,0.7,,,0.2,0.0,Mem,0.111,2.8,0.25,19.1,3.4,2012
0.438,89.0,0.0,0.0,26,0.8,4.9,1.2,,,,0.773,22.0,,5,,77.4,38.0,,Glen Davis,PF,19.0,,,9.2,0.6,Orl,0.084,13.9,0.481,27.8,5.5,2012
0.238,21.0,0.083,12.0,21,3.0,15.5,0.0,,,,1.0,16.0,,4,,63.5,30.5,,Gordon Hayward,SF,7.3,,,2.8,0.75,Uta,0.07,4.8,0.362,15.3,5.2,2012
0.667,18.0,0.0,0.0,26,0.3,5.9,0.58,,,,0.667,6.0,,19,,15.1,7.3,,Greg Stiemsma,C,1.5,,,2.2,0.21,Bos,0.162,17.5,0.678,8.6,5.5,2012
1.0,2.0,0.0,0.0,26,0.3,8.8,0.5,,,,0.5,2.0,,4,,10.2,5.0,,Hamed Haddadi,C,1.3,,,2.3,0.0,Mem,0.258,27.5,0.868,9.0,7.7,2012
0.345,29.0,0.417,12.0,32,2.4,13.8,0.8,,,,0.636,11.0,,5,,65.8,32.3,,Hedo Turkoglu,SF,8.4,,,2.8,1.0,Orl,0.164,5.0,0.458,16.6,4.8,2012
0.643,14.0,0.0,0.0,25,0.0,0.0,0.75,,,,0.846,13.0,,4,,35.9,17.2,,Ian Mahinmi,C,7.3,,,4.5,0.75,Dal,0.048,15.7,0.735,13.8,0.0,2012
0.0,1.0,0.0,1.0,21,0.0,0.0,0.0,,,,0.0,0.0,,1,,40.0,19.2,,Iman Shumpert,SG,0.0,,,1.0,1.0,Nyk,0.333,3.2,0.0,7.4,0.0,2012
,0.0,0.0,0.0,23,0.0,0.0,1.0,,,,0.0,0.0,,1,,8.2,4.4,,Ishmael Smith,PG,0.0,,,1.0,0.0,Orl,,13.2,,0.0,0.0,2012
0.333,15.0,0.0,1.0,27,0.0,0.0,0.0,,,,0.6,5.0,,5,,21.8,10.7,,Ivan Johnson,SF,2.6,,,3.4,0.6,Atl,0.142,18.6,0.357,19.0,0.0,2012
0.6,25.0,0.211,19.0,27,3.2,27.4,0.0,,,,0.857,14.0,,5,,50.0,24.5,,J.J. Redick,SG,10.8,,,1.0,0.2,Orl,0.107,2.3,0.538,22.4,5.3,2012
0.396,48.0,0.179,28.0,26,2.2,12.7,0.2,,,,1.0,8.0,,5,,72.5,34.8,,J.R. Smith,SG,12.2,,,2.6,1.2,Nyk,0.122,4.5,0.384,24.6,4.7,2012
0.25,16.0,0.25,4.0,33,3.0,31.0,0.0,,,,1.0,4.0,,4,,33.3,16.0,,Jamaal Tinsley,PG,3.8,,,0.5,0.5,Uta,0.216,1.7,0.345,18.8,4.5,2012
0.429,49.0,0.32,25.0,29,6.6,38.7,0.2,,,,0.75,16.0,,5,,73.7,36.1,,Jameer Nelson,PG,15.6,,,3.8,0.8,Orl,0.11,6.1,0.481,24.7,8.1,2012
0.4,5.0,0.5,4.0,22,0.4,15.3,0.0,,,,0.5,2.0,,8,,7.8,3.7,,James Anderson,SG,1.4,,,0.6,0.13,San,0.0,9.7,0.557,15.4,7.5,2012
0.449,136.0,0.41,78.0,24,3.4,17.3,0.1,,,,0.857,126.0,,20,,65.2,31.3,,James Harden,SG,16.3,,,5.1,1.55,Okc,0.135,9.8,0.605,23.4,8.4,2012
0.538,13.0,0.3,30.0,31,0.1,1.9,0.05,,,,1.0,10.0,,20,,17.4,8.5,,James Jones,SG,2.6,,,1.0,0.15,Mia,0.078,7.2,0.538,14.5,3.0,2012
0.222,9.0,0.333,12.0,32,1.2,25.4,0.0,,,,0.0,0.0,,5,,18.5,9.1,,Jannero Pargo,PG,3.2,,,1.0,0.4,Atl,0.125,6.4,0.381,25.4,6.9,2012
0.167,6.0,0.0,0.0,30,0.0,0.0,0.0,,,,0.0,0.0,,5,,13.6,6.5,,Jared Jeffries,PF,0.4,,,2.4,0.2,Nyk,0.143,22.4,0.167,10.2,0.0,2012
0.545,11.0,0.0,0.0,33,0.0,0.0,0.0,,,,0.0,0.0,,5,,34.4,16.9,,Jason Collins,C,2.4,,,2.4,0.2,Atl,0.476,8.3,0.545,11.9,0.0,2012
0.333,15.0,0.346,26.0,38,6.0,30.1,0.25,,,,0.9,10.0,,4,,74.5,35.7,,Jason Kidd,PG,11.5,,,6.0,3.0,Dal,0.195,10.1,0.507,18.2,8.4,2012
0.423,26.0,0.37,27.0,30,1.0,6.9,0.4,,,,0.417,12.0,,5,,60.1,29.5,,Jason Richardson,SG,11.4,,,3.8,1.2,Orl,0.093,7.4,0.489,21.4,4.8,2012
0.417,24.0,0.5,20.0,34,3.8,21.2,0.0,,,,0.625,8.0,,4,,71.9,34.5,,Jason Terry,SG,13.8,,,2.3,0.25,Dal,0.144,3.9,0.579,18.5,5.7,2012
0.434,53.0,0.0,0.0,24,0.7,4.1,3.14,,,,0.538,26.0,,7,,53.7,25.8,,JaVale McGee,C,8.6,,,9.6,0.71,Den,0.058,18.7,0.466,16.7,6.0,2012
0.333,3.0,0.0,0.0,24,0.0,0.0,0.0,,,,0.0,0.0,,4,,4.0,2.0,,Jeff Pendergraph,PF,0.5,,,0.5,0.0,Ind,0.0,14.6,0.333,17.5,0.0,2012
0.411,56.0,0.412,17.0,23,4.2,21.6,0.83,,,,0.895,19.0,,6,,76.3,37.3,,Jeff Teague,PG,14.0,,,3.7,0.83,Atl,0.109,5.7,0.516,19.6,6.4,2012
0.0,1.0,0.0,0.0,24,0.5,21.4,0.0,,,,1.0,2.0,,2,,7.1,3.4,,Jeremy Evans,SF,1.0,,,1.5,0.5,Uta,0.0,23.3,0.532,11.9,10.7,2012
0.5,2.0,0.0,0.0,25,0.0,0.0,0.0,,,,0.0,0.0,,1,,7.1,3.4,,Jerome Jordan,C,2.0,,,2.0,0.0,Nyk,0.0,35.5,0.5,27.7,0.0,2012
,0.0,0.0,0.0,22,0.0,0.0,0.0,,,,0.0,0.0,,3,,2.5,1.2,,Jimmy Butler,SG,0.0,,,0.0,0.0,Chi,,0.0,,0.0,0.0,2012
0.731,26.0,0.0,0.0,26,3.0,17.7,1.33,,,,0.636,11.0,,3,,68.5,32.9,,Joakim Noah,C,15.0,,,9.3,0.67,Chi,0.031,15.5,0.73,15.0,9.1,2012
0.462,13.0,0.231,13.0,24,0.3,7.0,0.08,,,,1.0,14.0,,13,,15.9,7.6,,Jodie Meeks,SG,2.7,,,0.3,0.23,Phi,0.111,2.3,0.544,17.4,3.3,2012
0.439,66.0,0.25,36.0,30,3.5,17.6,0.17,,,,0.75,24.0,,6,,82.5,40.3,,Joe Johnson,SG,17.2,,,3.5,1.33,Atl,0.124,5.1,0.458,25.5,5.9,2012
0.586,29.0,0.0,0.0,29,0.1,0.9,0.94,,,,0.8,25.0,,17,,39.4,19.1,,Joel Anthony,C,3.2,,,3.2,0.29,Mia,0.167,10.3,0.675,7.1,2.1,2012
0.481,27.0,0.385,13.0,29,1.8,18.7,0.0,,,,1.0,2.0,,5,,38.9,18.7,,John Lucas,PG,8.6,,,1.4,0.0,Chi,0.128,4.1,0.526,23.4,6.0,2012
0.667,3.0,0.0,0.0,21,0.0,0.0,0.0,,,,0.0,0.0,,2,,4.9,2.3,,Jordan Hamilton,SG,2.0,,,0.0,0.5,Den,0.25,0.0,0.667,37.4,0.0,2012
0.434,53.0,0.0,0.0,24,0.1,0.7,0.67,,,,0.688,16.0,,12,,37.2,17.9,,Jordan Hill,C,4.8,,,6.3,0.25,Lal,0.104,19.0,0.475,14.1,3.2,2012
0.5,8.0,0.0,1.0,22,0.0,0.0,0.0,,,,1.0,2.0,,4,,12.3,5.9,,Josh Harrellson,PF,2.5,,,2.0,0.0,Nyk,0.168,20.5,0.506,23.7,0.0,2012
0.267,15.0,0.5,2.0,31,1.0,10.6,0.25,,,,0.8,5.0,,4,,32.6,15.6,,Josh Howard,SF,3.8,,,3.5,0.5,Uta,0.094,11.9,0.391,14.7,6.1,2012
0.333,3.0,0.0,1.0,24,0.2,10.0,0.17,,,,0.0,0.0,,6,,5.2,2.5,,Josh McRoberts,PF,0.3,,,0.7,0.0,Lal,0.333,14.3,0.25,18.1,5.6,2012
0.405,84.0,0.0,4.0,26,4.8,25.8,1.0,,,,0.762,21.0,,5,,79.6,39.0,,Josh Smith,PF,16.8,,,13.6,0.6,Atl,0.134,20.4,0.432,27.6,10.6,2012
0.415,130.0,0.408,49.0,21,5.2,26.4,0.62,,,,0.864,44.0,,13,,78.7,37.8,,Jrue Holiday,PG,15.8,,,4.7,1.54,Phi,0.116,7.0,0.519,21.9,7.7,2012
0.5,2.0,0.0,0.0,23,1.0,72.6,0.0,,,,0.0,0.0,,2,,4.9,2.3,,Julyan Stone,SG,1.0,,,0.5,0.0,Den,0.0,10.8,0.5,18.7,13.8,2012
0.0,1.0,0.0,0.0,22,0.0,0.0,0.0,,,,0.0,0.0,,1,,8.2,4.4,,Justin Harper,PF,0.0,,,0.0,0.0,Orl,0.0,0.0,0.0,11.2,0.0,2012
0.286,7.0,0.0,0.0,38,0.0,0.0,0.0,,,,0.75,4.0,,9,,5.0,2.5,,Juwan Howard,PF,0.8,,,0.1,0.0,Mia,0.0,2.7,0.4,18.8,0.0,2012
0.54,50.0,0.45,40.0,20,0.6,3.2,0.43,,,,0.813,16.0,,14,,56.0,26.9,,Kawhi Leonard,SF,8.6,,,5.9,1.21,San,0.118,12.9,0.623,13.6,4.6,2012
0.0,2.0,1.0,1.0,28,0.0,0.0,0.0,,,,0.0,0.0,,1,,9.4,4.5,,Kelenna Azubuike,SF,3.0,,,1.0,1.0,Dal,0.25,13.3,0.5,40.7,0.0,2012
0.416,89.0,0.0,0.0,27,0.7,3.6,1.25,,,,0.8,25.0,,20,,53.3,25.6,,Kendrick Perkins,C,4.7,,,6.2,0.35,Okc,0.225,14.5,0.47,11.8,4.3,2012
0.533,60.0,0.0,0.0,22,0.6,3.3,1.14,,,,0.75,12.0,,7,,56.7,27.2,,Kenneth Faried,SF,10.4,,,10.0,0.71,Den,0.177,18.5,0.559,18.3,5.8,2012
0.524,42.0,0.0,0.0,34,0.3,2.6,1.73,,,,0.625,8.0,,11,,35.8,17.3,,Kenyon Martin,PF,4.5,,,3.2,0.36,Lac,0.081,11.3,0.538,12.5,3.8,2012
0.575,273.0,0.373,110.0,23,3.7,16.5,1.2,,,,0.864,154.0,,20,,86.8,41.6,,Kevin Durant,SF,28.5,,,7.4,1.45,Okc,0.123,10.6,0.632,29.0,8.9,2012
0.5,316.0,0.25,4.0,35,1.5,8.6,1.45,,,,0.813,80.0,,20,,75.3,36.7,,Kevin Garnett,PF,19.2,,,10.3,1.15,Bos,0.11,16.7,0.541,26.6,7.3,2012
0.5,20.0,0.393,28.0,31,0.7,11.4,0.2,,,,0.667,3.0,,20,,21.4,10.4,,Keyon Dooling,SG,2.8,,,0.8,0.3,Bos,0.057,4.3,0.558,12.3,4.5,2012
0.5,14.0,0.375,16.0,31,1.0,7.7,0.0,,,,1.0,2.0,,6,,47.7,23.3,,Kirk Hinrich,PG,5.7,,,2.0,0.67,Atl,0.061,5.0,0.551,11.3,3.9,2012
0.477,241.0,0.283,60.0,33,4.3,24.2,0.17,,,,0.832,95.0,,12,,82.2,39.5,,Kobe Bryant,SG,30.0,,,4.8,1.33,Lal,0.09,6.6,0.525,36.0,8.6,2012
0.333,3.0,0.0,0.0,23,0.0,0.0,0.33,,,,0.0,0.0,,3,,17.4,8.4,,Kosta Koufos,C,0.7,,,3.7,0.0,Den,0.5,22.1,0.333,10.5,0.0,2012
0.556,9.0,0.308,13.0,30,1.5,15.9,0.5,,,,0.5,2.0,,6,,32.2,15.5,,Kyle Korver,SG,3.8,,,1.7,0.5,Chi,0.179,5.9,0.503,14.0,5.5,2012
0.143,7.0,0.5,2.0,21,0.3,17.3,0.0,,,,0.5,2.0,,4,,5.7,2.8,,Lance Stephenson,SG,1.5,,,0.0,0.0,Ind,0.168,0.0,0.304,49.2,0.0,2012
0.538,26.0,0.2,5.0,23,1.4,12.2,0.0,,,,0.714,7.0,,5,,47.4,22.8,,Landry Fields,SG,7.2,,,3.0,0.6,Nyk,0.209,8.0,0.528,17.9,5.5,2012
0.557,61.0,0.0,0.0,22,0.3,2.5,0.92,,,,0.583,12.0,,12,,40.5,19.4,,Lavoy Allen,PF,6.3,,,4.9,0.83,Phi,0.07,14.2,0.566,14.6,4.3,2012
0.667,3.0,0.0,0.0,25,0.0,0.0,0.0,,,,0.0,0.0,,5,,7.1,3.4,,Lazar Haywaed,SF,0.8,,,0.8,0.0,Okc,0.25,14.0,0.667,11.0,0.0,2012
0.453,53.0,0.15,20.0,29,1.3,11.0,0.09,,,,0.5,12.0,,11,,41.5,20.1,,Leandro Barbosa,SG,5.7,,,2.2,0.45,Ind,0.142,6.3,0.402,19.1,5.0,2012
0.549,417.0,0.259,85.0,27,5.6,28.3,0.7,,,,0.739,234.0,,23,,87.8,42.5,,LeBron James,SF,30.3,,,9.7,1.87,Mia,0.118,13.9,0.576,33.5,11.1,2012
0.447,94.0,0.167,48.0,25,3.0,20.8,0.0,,,,0.788,52.0,,13,,57.0,27.4,,Lou Williams,PG,11.5,,,2.1,1.0,Phi,0.088,4.3,0.452,24.3,6.1,2012
0.522,23.0,0.0,0.0,22,0.2,3.8,0.45,,,,0.5,6.0,,11,,17.4,8.4,,Louis Amundson,SG,2.5,,,2.1,0.18,Ind,0.135,14.4,0.527,14.8,4.8,2012
0.491,57.0,0.364,22.0,26,1.5,7.2,1.5,,,,0.571,7.0,,6,,78.7,37.8,,Luol Deng,SF,14.0,,,8.3,0.83,Chi,0.109,12.0,0.512,18.9,5.9,2012
0.545,77.0,0.338,68.0,34,4.0,23.3,0.29,,,,0.857,56.0,,14,,57.6,27.6,,Manu Ginobili,SG,14.4,,,3.5,0.71,San,0.198,7.4,0.592,25.4,8.5,2012
0.529,68.0,0.0,1.0,26,3.1,16.0,1.86,,,,0.791,43.0,,7,,76.2,37.1,,Marc Gasol,C,15.1,,,6.7,0.29,Mem,0.129,11.1,0.603,18.0,7.3,2012
0.509,116.0,0.359,92.0,25,3.9,18.2,0.26,,,,0.717,60.0,,23,,73.0,35.4,,Mario Chalmers,PG,11.3,,,3.7,1.22,Mia,0.152,6.3,0.555,16.3,6.2,2012
0.647,17.0,0.0,2.0,31,0.2,5.9,0.07,,,,0.8,10.0,,15,,12.1,5.9,,Marquis Daniels,SG,2.0,,,0.7,0.13,Bos,0.079,6.7,0.641,14.0,4.4,2012
0.488,41.0,0.0,0.0,24,0.3,4.3,0.43,,,,0.6,10.0,,7,,29.0,14.1,,Marreese Speights,C,6.6,,,4.3,0.43,Mem,0.099,18.5,0.507,23.6,5.8,2012
0.276,29.0,0.5,16.0,25,0.8,6.4,0.33,,,,0.778,9.0,,6,,49.0,23.9,,Marvin Williams,SF,7.8,,,5.5,0.5,Atl,0.058,13.4,0.48,17.4,5.4,2012
0.393,28.0,0.161,31.0,31,1.5,13.5,0.45,,,,0.5,4.0,,11,,34.7,16.7,,Matt Barnes,SF,3.5,,,3.3,0.91,Lal,0.198,10.5,0.321,18.7,6.2,2012
0.222,9.0,0.348,23.0,31,0.7,7.6,0.31,,,,0.6,5.0,,13,,26.0,12.5,,Matt Bonner,PF,2.4,,,1.9,0.15,San,0.081,9.0,0.453,10.7,4.7,2012
0.333,24.0,0.389,36.0,32,2.3,9.3,0.67,,,,0.75,16.0,,6,,81.6,39.2,,Metta World Peace,SF,11.7,,,3.5,2.17,Lal,0.069,4.8,0.522,13.9,4.6,2012
0.632,19.0,0.222,54.0,29,0.1,0.8,0.25,,,,0.563,16.0,,20,,40.1,19.5,,Mickael Pietrus,SF,3.5,,,2.1,0.7,Bos,0.101,6.2,0.431,11.1,1.9,2012
0.333,6.0,0.412,17.0,33,2.6,19.8,0.0,,,,0.667,3.0,,5,,48.7,23.4,,Mike Bibby,PG,5.4,,,4.2,0.2,Nyk,0.141,10.9,0.555,11.5,6.7,2012
0.389,54.0,0.5,22.0,24,7.1,32.8,0.0,,,,0.75,32.0,,7,,80.8,39.4,,Mike Conley,PG,14.1,,,3.3,0.86,Mem,0.151,5.1,0.55,17.8,7.0,2012
0.375,24.0,0.413,75.0,31,0.7,7.6,0.09,,,,0.818,11.0,,23,,32.7,15.9,,Mike Miller,SG,5.1,,,2.5,0.39,Mia,0.104,9.7,0.563,15.2,5.2,2012
0.475,61.0,0.364,33.0,29,1.4,12.5,0.45,,,,0.923,13.0,,11,,42.5,20.6,,Mo Williams,PG,9.6,,,0.8,0.55,Lac,0.107,2.4,0.531,23.8,4.3,2012
0.5,16.0,0.0,0.0,34,0.1,1.8,0.38,,,,0.5,4.0,,8,,21.1,10.1,,Nazr Mohammed,C,2.3,,,2.0,0.0,Okc,0.101,11.8,0.507,11.4,3.1,2012
0.647,51.0,0.0,0.0,31,1.0,8.5,0.25,,,,0.429,7.0,,20,,34.3,16.5,,Nick Collison,PF,3.5,,,3.4,0.6,Okc,0.182,12.2,0.638,9.4,5.5,2012
0.353,34.0,0.515,33.0,26,0.3,2.7,0.36,,,,0.889,18.0,,11,,37.2,18.0,,Nick Young,SG,8.3,,,1.1,0.27,Lac,0.085,3.7,0.607,19.9,3.1,2012
0.0,1.0,0.0,0.0,21,0.0,0.0,0.0,,,,0.5,2.0,,1,,5.2,2.5,,Nikola Vucevic,C,1.0,,,1.0,0.0,Phi,0.0,22.4,0.266,35.8,0.0,2012
0.36,25.0,0.25,12.0,23,0.6,11.2,0.0,,,,0.778,9.0,,19,,18.0,8.7,,Norris Cole,PG,1.8,,,0.5,0.37,Mia,0.109,3.7,0.415,13.3,3.7,2012
0.263,38.0,0.292,24.0,24,2.1,16.4,0.14,,,,0.778,27.0,,7,,47.5,23.1,,O.J. Mayo,SG,8.9,,,3.6,1.29,Mem,0.196,9.4,0.42,26.3,7.0,2012
0.5,14.0,0.0,0.0,25,1.3,9.6,1.67,,,,0.353,17.0,,6,,44.1,21.2,,Omer Asik,C,3.3,,,4.7,0.17,Chi,0.271,12.0,0.466,10.8,5.1,2012
0.5,6.0,0.6,5.0,23,0.6,28.1,0.0,,,,0.0,0.0,,8,,7.8,3.8,,Patrick Mills,PG,1.9,,,0.4,0.13,San,0.214,5.8,0.682,21.6,8.1,2012
0.435,138.0,0.4,5.0,31,3.7,16.8,2.08,,,,0.828,29.0,,12,,76.7,36.8,,Pau Gasol,PF,12.5,,,9.5,0.5,Lal,0.114,13.8,0.482,18.0,8.3,2012
0.481,54.0,0.268,41.0,21,2.4,11.8,0.36,,,,0.786,28.0,,11,,69.3,33.6,,Paul George,SF,9.7,,,6.6,1.64,Ind,0.164,11.5,0.499,16.1,6.4,2012
0.392,51.0,0.0,3.0,26,0.5,2.7,2.5,,,,0.5,16.0,,4,,72.0,34.5,,Paul Millsap,PF,12.0,,,11.0,0.25,Uta,0.128,16.9,0.393,22.0,4.7,2012
0.415,224.0,0.31,87.0,34,3.1,14.9,0.9,,,,0.894,123.0,,20,,79.4,38.7,,Paul Pierce,SF,18.9,,,6.1,1.5,Bos,0.133,9.3,0.516,26.6,7.3,2012
0.375,8.0,0.286,7.0,31,0.4,4.9,0.0,,,,0.0,0.0,,5,,29.7,14.6,,Quentin Richardson,SF,2.4,,,4.4,0.2,Orl,0.286,17.4,0.4,14.1,4.4,2012
0.714,14.0,0.5,4.0,23,0.3,3.2,0.0,,,,0.778,9.0,,7,,33.1,16.1,,Quincy Pondexter,SF,4.7,,,2.3,0.57,Mem,0.185,8.7,0.751,11.1,3.7,2012
0.491,271.0,0.267,30.0,25,11.9,54.3,0.11,,,,0.696,56.0,,19,,87.0,42.5,,Rajon Rondo,PG,17.3,,,6.7,2.37,Bos,0.181,9.4,0.505,24.1,10.5,2012
